Date;Adj Close;;;;;;;;RAT
10/01/2011;3983,28;;;;;;;;-0,008505395
03/01/2011;3865,58;;;;;;;;-0,029548513
27/12/2010;3804,78;;;;;;;;-0,015728558
20/12/2010;3900,39;;;;;;;;0,025128917
13/12/2010;3867,35;;;;;;;;-0,008470948
06/12/2010;3857,35;;;;;;;;-0,00258575
29/11/2010;3750,55;;;;;;;;-0,027687402
22/11/2010;3728,65;;;;;;;;-0,005839144
15/11/2010;3860,16;;;;;;;;0,035270138
08/11/2010;3831,12;;;;;;;;-0,007523004
01/11/2010;3916,73;;;;;;;;0,022345946
25/10/2010;3833,5;;;;;;;;-0,021249869
18/10/2010;3868,54;;;;;;;;0,009140472
11/10/2010;3827,37;;;;;;;;-0,010642258
04/10/2010;3763,18;;;;;;;;-0,016771308
27/09/2010;3692,09;;;;;;;;-0,018890938
20/09/2010;3782,48;;;;;;;;0,024482068
13/09/2010;3722,02;;;;;;;;-0,015984222
06/09/2010;3725,82;;;;;;;;0,001020951
30/08/2010;3672,2;;;;;;;;-0,014391463
23/08/2010;3507,44;;;;;;;;-0,044866837
16/08/2010;3526,12;;;;;;;;0,005325822
09/08/2010;3610,91;;;;;;;;0,02404626
02/08/2010;3716,05;;;;;;;;0,029117314
26/07/2010;3643,14;;;;;;;;-0,019620296
19/07/2010;3607,05;;;;;;;;-0,00990629
12/07/2010;3500,16;;;;;;;;-0,029633634
05/07/2010;3554,48;;;;;;;;0,015519291
28/06/2010;3348,37;;;;;;;;-0,057985978
21/06/2010;3519,73;;;;;;;;0,05117714
14/06/2010;3687,21;;;;;;;;0,047583195
07/06/2010;3555,52;;;;;;;;-0,035715351
31/05/2010;3455,61;;;;;;;;-0,028099968
24/05/2010;3515,06;;;;;;;;0,017203909
17/05/2010;3430,74;;;;;;;;-0,023988211
10/05/2010;3560,36;;;;;;;;0,037781936
03/05/2010;3392,59;;;;;;;;-0,047121639
26/04/2010;3816,99;;;;;;;;0,125096165
19/04/2010;3951,3;;;;;;;;0,035187412
12/04/2010;3986,63;;;;;;;;0,008941361
06/04/2010;4050,54;;;;;;;;0,016031084
29/03/2010;4034,23;;;;;;;;-0,004026624
22/03/2010;3988,93;;;;;;;;-0,011228909
15/03/2010;3925,44;;;;;;;;-0,015916549
08/03/2010;3927,4;;;;;;;;0,000499307
01/03/2010;3910,42;;;;;;;;-0,004323471
22/02/2010;3708,8;;;;;;;;-0,051559679
15/02/2010;3769,54;;;;;;;;0,016377265
08/02/2010;3599,07;;;;;;;;-0,045223025
01/02/2010;3563,76;;;;;;;;-0,009810868
25/01/2010;3739,46;;;;;;;;0,049301861
18/01/2010;3820,78;;;;;;;;0,021746455
11/01/2010;3954,38;;;;;;;;0,034966682
04/01/2010;4045,14;;;;;;;;0,022951765
28/12/2009;3936,33;;;;;;;;-0,026898945
21/12/2009;3912,73;;;;;;;;-0,005995432
14/12/2009;3794,44;;;;;;;;-0,030232089
07/12/2009;3803,72;;;;;;;;0,002445684
30/11/2009;3846,62;;;;;;;;0,011278433
23/11/2009;3721,45;;;;;;;;-0,032540256
16/11/2009;3729,36;;;;;;;;0,002125516
09/11/2009;3806,01;;;;;;;;0,020553124
02/11/2009;3707,29;;;;;;;;-0,025937924
26/10/2009;3607,69;;;;;;;;-0,026865986
19/10/2009;3808,24;;;;;;;;0,055589588
12/10/2009;3827,6;;;;;;;;0,005083713
05/10/2009;3799,61;;;;;;;;-0,007312676
28/09/2009;3649,9;;;;;;;;-0,039401412
21/09/2009;3739,14;;;;;;;;0,024449985
14/09/2009;3827,84;;;;;;;;0,023722032
07/09/2009;3734,89;;;;;;;;-0,024282624
31/08/2009;3598,76;;;;;;;;-0,036448195
24/08/2009;3693,14;;;;;;;;0,0262257
17/08/2009;3615,81;;;;;;;;-0,020938822
10/08/2009;3495,27;;;;;;;;-0,033336929
03/08/2009;3521,14;;;;;;;;0,007401431
27/07/2009;3426,27;;;;;;;;-0,026942979
20/07/2009;3366,45;;;;;;;;-0,01745922
13/07/2009;3218,46;;;;;;;;-0,043960255
06/07/2009;2983,1;;;;;;;;-0,073128142
29/06/2009;3119,51;;;;;;;;0,045727599
22/06/2009;3129,73;;;;;;;;0,003276156
15/06/2009;3221,27;;;;;;;;0,029248529
08/06/2009;3326,14;;;;;;;;0,032555483
01/06/2009;3339,05;;;;;;;;0,003881376
25/05/2009;3277,65;;;;;;;;-0,018388464
18/05/2009;3227,97;;;;;;;;-0,015157201
11/05/2009;3169,05;;;;;;;;-0,018252958
04/05/2009;3312,59;;;;;;;;0,045294331
27/04/2009;3159,85;;;;;;;;-0,046108936
20/04/2009;3102,85;;;;;;;;-0,018038831
13/04/2009;3091,96;;;;;;;;-0,003509677
06/04/2009;2974,18;;;;;;;;-0,038092343
30/03/2009;2958,74;;;;;;;;-0,005191347
23/03/2009;2840,62;;;;;;;;-0,039922399
16/03/2009;2791,14;;;;;;;;-0,017418733
09/03/2009;2705,63;;;;;;;;-0,030636227
02/03/2009;2534,45;;;;;;;;-0,063268074
23/02/2009;2702,48;;;;;;;;0,066298408
16/02/2009;2750,55;;;;;;;;0,017787366
09/02/2009;2997,86;;;;;;;;0,089912927
02/02/2009;3122,79;;;;;;;;0,04167306
26/01/2009;2973,92;;;;;;;;-0,047672114
19/01/2009;2849,14;;;;;;;;-0,041958089
12/01/2009;3016,75;;;;;;;;0,058828278
05/01/2009;3299,5;;;;;;;;0,093726693
29/12/2008;3349,69;;;;;;;;0,015211396
22/12/2008;3116,21;;;;;;;;-0,069701972
15/12/2008;3225,9;;;;;;;;0,03519981
08/12/2008;3213,6;;;;;;;;-0,003812889
01/12/2008;2988,01;;;;;;;;-0,070198531
24/11/2008;3262,68;;;;;;;;0,091924056
17/11/2008;2881,26;;;;;;;;-0,116903895
10/11/2008;3291,47;;;;;;;;0,14237174
03/11/2008;3469,12;;;;;;;;0,053972845
27/10/2008;3487,07;;;;;;;;0,005174223
20/10/2008;3193,79;;;;;;;;-0,084104994
13/10/2008;3329,92;;;;;;;;0,042623341
06/10/2008;3176,49;;;;;;;;-0,046076182
29/09/2008;4080,75;;;;;;;;0,284672705
22/09/2008;4163,38;;;;;;;;0,020248729
15/09/2008;4324,87;;;;;;;;0,038788196
08/09/2008;4332,66;;;;;;;;0,00180121
01/09/2008;4196,66;;;;;;;;-0,031389493
25/08/2008;4482,6;;;;;;;;0,068135136
18/08/2008;4400,45;;;;;;;;-0,018326418
11/08/2008;4453,62;;;;;;;;0,012082855
04/08/2008;4491,85;;;;;;;;0,008584028
28/07/2008;4314,34;;;;;;;;-0,039518239
21/07/2008;4377,18;;;;;;;;0,01456538
14/07/2008;4299,36;;;;;;;;-0,01777857
07/07/2008;4100,64;;;;;;;;-0,046220833
30/06/2008;4266;;;;;;;;0,040325413
23/06/2008;4397,32;;;;;;;;0,030782935
16/06/2008;4509,27;;;;;;;;0,025458688
09/06/2008;4682,3;;;;;;;;0,038372065
02/06/2008;4795,32;;;;;;;;0,02413771
26/05/2008;5014,28;;;;;;;;0,045661186
19/05/2008;4933,77;;;;;;;;-0,016056144
12/05/2008;5078,04;;;;;;;;0,029241331
05/05/2008;4960,56;;;;;;;;-0,02313491
28/04/2008;5069,71;;;;;;;;0,022003564
21/04/2008;4978,21;;;;;;;;-0,01804837
14/04/2008;4961,69;;;;;;;;-0,003318462
07/04/2008;4797,93;;;;;;;;-0,033004883
31/03/2008;4900,88;;;;;;;;0,02145717
25/03/2008;4695,92;;;;;;;;-0,041821061
17/03/2008;4533,72;;;;;;;;-0,034540622
10/03/2008;4592,15;;;;;;;;0,012887871
03/03/2008;4618,96;;;;;;;;0,005838224
25/02/2008;4790,66;;;;;;;;0,03717287
18/02/2008;4824,55;;;;;;;;0,007074182
11/02/2008;4771,79;;;;;;;;-0,010935735
04/02/2008;4709,65;;;;;;;;-0,013022367
28/01/2008;4978,06;;;;;;;;0,056991496
21/01/2008;4878,12;;;;;;;;-0,020076094
14/01/2008;5092,4;;;;;;;;0,043926759
07/01/2008;5371,41;;;;;;;;0,05478949
31/12/2007;5446,79;;;;;;;;0,014033559
24/12/2007;5627,25;;;;;;;;0,033131441
17/12/2007;5602,77;;;;;;;;-0,00435026
10/12/2007;5605,36;;;;;;;;0,000462271
03/12/2007;5718,75;;;;;;;;0,020228852
26/11/2007;5670,57;;;;;;;;-0,008424918
19/11/2007;5521,17;;;;;;;;-0,026346558
12/11/2007;5523,63;;;;;;;;0,000445558
05/11/2007;5524,18;;;;;;;;9,95722E-05
29/10/2007;5720,42;;;;;;;;0,035523824
22/10/2007;5794,87;;;;;;;;0,013014779
15/10/2007;5740,48;;;;;;;;-0,009385888
08/10/2007;5843,95;;;;;;;;0,018024625
01/10/2007;5843,24;;;;;;;;-0,000121493
24/09/2007;5715,69;;;;;;;;-0,021828643
17/09/2007;5700,65;;;;;;;;-0,002631353
10/09/2007;5538,92;;;;;;;;-0,028370449
03/09/2007;5430,1;;;;;;;;-0,019646429
27/08/2007;5662,7;;;;;;;;0,042835307
20/08/2007;5569,38;;;;;;;;-0,016479771
13/08/2007;5363,63;;;;;;;;-0,036943071
06/08/2007;5448,63;;;;;;;;0,015847476
30/07/2007;5597,89;;;;;;;;0,027394042
23/07/2007;5643,96;;;;;;;;0,008229887
16/07/2007;5957,16;;;;;;;;0,055492952
09/07/2007;6117,96;;;;;;;;0,026992728
02/07/2007;6102,69;;;;;;;;-0,00249593
25/06/2007;6054,93;;;;;;;;-0,007826057
18/06/2007;6023,25;;;;;;;;-0,0052321
11/06/2007;6105,28;;;;;;;;0,013618893
04/06/2007;5883,29;;;;;;;;-0,036360331
28/05/2007;6168,15;;;;;;;;0,048418487
21/05/2007;6057,49;;;;;;;;-0,017940549
14/05/2007;6101,14;;;;;;;;0,007205955
07/05/2007;6050,63;;;;;;;;-0,008278781
30/04/2007;6068,83;;;;;;;;0,003007951
23/04/2007;5930,77;;;;;;;;-0,022749031
16/04/2007;5938,9;;;;;;;;0,001370817
10/04/2007;5789,34;;;;;;;;-0,025183115
02/04/2007;5741,38;;;;;;;;-0,008284191
26/03/2007;5634,16;;;;;;;;-0,018674953
19/03/2007;5634,75;;;;;;;;0,000104718
12/03/2007;5382,16;;;;;;;;-0,044827188
05/03/2007;5537,84;;;;;;;;0,02892519
26/02/2007;5424,7;;;;;;;;-0,020430348
19/02/2007;5716,38;;;;;;;;0,053768872
12/02/2007;5713,59;;;;;;;;-0,000488071
05/02/2007;5692,45;;;;;;;;-0,00369995
29/01/2007;5677,3;;;;;;;;-0,00266142
22/01/2007;5582,3;;;;;;;;-0,016733306
15/01/2007;5614,7;;;;;;;;0,005804059
08/01/2007;5617,62;;;;;;;;0,000520063
02/01/2007;5517,35;;;;;;;;-0,017849196
27/12/2006;5541,76;;;;;;;;0,004424225
18/12/2006;5453,94;;;;;;;;-0,015846951
11/12/2006;5541,62;;;;;;;;0,016076451
04/12/2006;5384,16;;;;;;;;-0,028414074
27/11/2006;5254,05;;;;;;;;-0,024165329
20/11/2006;5389,46;;;;;;;;0,025772499
13/11/2006;5439,71;;;;;;;;0,009323754
06/11/2006;5447,5;;;;;;;;0,001432062
30/10/2006;5336,3;;;;;;;;-0,020413034
23/10/2006;5396,03;;;;;;;;0,011193149
16/10/2006;5375,35;;;;;;;;-0,003832447
09/10/2006;5353,23;;;;;;;;-0,004115081
02/10/2006;5282,06;;;;;;;;-0,013294777
25/09/2006;5250,01;;;;;;;;-0,006067708
18/09/2006;5141,95;;;;;;;;-0,020582818
11/09/2006;5144,88;;;;;;;;0,000569823
04/09/2006;5073,57;;;;;;;;-0,013860382
28/08/2006;5183,45;;;;;;;;0,021657334
21/08/2006;5111,13;;;;;;;;-0,013952098
14/08/2006;5135,69;;;;;;;;0,0048052
07/08/2006;4985,52;;;;;;;;-0,029240472
31/07/2006;5040,95;;;;;;;;0,011118198
24/07/2006;5028,51;;;;;;;;-0,002467789
17/07/2006;4818,55;;;;;;;;-0,041753919
10/07/2006;4780,79;;;;;;;;-0,007836382
03/07/2006;4953,71;;;;;;;;0,036169754
26/06/2006;4965,96;;;;;;;;0,002472894
19/06/2006;4817,63;;;;;;;;-0,029869351
12/06/2006;4694,89;;;;;;;;-0,025477257
05/06/2006;4768,18;;;;;;;;0,015610589
29/05/2006;4959,7;;;;;;;;0,040166269
22/05/2006;5045,09;;;;;;;;0,017216767
15/05/2006;4944,57;;;;;;;;-0,019924322
08/05/2006;5150,45;;;;;;;;0,041637594
02/05/2006;5286,4;;;;;;;;0,026395752
24/04/2006;5188,4;;;;;;;;-0,018538136
18/04/2006;5252,38;;;;;;;;0,012331355
10/04/2006;5102,62;;;;;;;;-0,028512788
03/04/2006;5174,96;;;;;;;;0,014177031
27/03/2006;5220,85;;;;;;;;0,008867701
20/03/2006;5218,71;;;;;;;;-0,000409895
13/03/2006;5141,08;;;;;;;;-0,014875324
06/03/2006;5069,27;;;;;;;;-0,013967882
27/02/2006;4989,15;;;;;;;;-0,015805037
20/02/2006;5073,95;;;;;;;;0,016996883
13/02/2006;5000;;;;;;;;-0,014574444
06/02/2006;4910,82;;;;;;;;-0,017836
30/01/2006;4937,56;;;;;;;;0,005445119
23/01/2006;4956,6;;;;;;;;0,003856156
16/01/2006;4773,48;;;;;;;;-0,03694468
09/01/2006;4850,53;;;;;;;;0,016141264
02/01/2006;4867,15;;;;;;;;0,00342643
27/12/2005;4715,23;;;;;;;;-0,031213338
19/12/2005;4757,74;;;;;;;;0,009015467
12/12/2005;4704,41;;;;;;;;-0,011209103
05/12/2005;4661,01;;;;;;;;-0,009225386
28/11/2005;4662,5;;;;;;;;0,000319673
21/11/2005;4600,48;;;;;;;;-0,013301877
14/11/2005;4556,23;;;;;;;;-0,009618562
07/11/2005;4536,49;;;;;;;;-0,004332529
31/10/2005;4498,7;;;;;;;;-0,008330229
24/10/2005;4326,71;;;;;;;;-0,038231045
17/10/2005;4366,52;;;;;;;;0,009200986
10/10/2005;4482,13;;;;;;;;0,026476462
03/10/2005;4528,79;;;;;;;;0,010410229
26/09/2005;4600,02;;;;;;;;0,015728263
19/09/2005;4477,2;;;;;;;;-0,026699884
12/09/2005;4509,49;;;;;;;;0,007212097
05/09/2005;4491,68;;;;;;;;-0,003949449
29/08/2005;4404,95;;;;;;;;-0,019309034
22/08/2005;4342,7;;;;;;;;-0,014131829
15/08/2005;4487,9;;;;;;;;0,03343542
08/08/2005;4476,48;;;;;;;;-0,00254462
01/08/2005;4421,7;;;;;;;;-0,012237294
25/07/2005;4451,74;;;;;;;;0,006793767
18/07/2005;4415,52;;;;;;;;-0,008136145
11/07/2005;4373,77;;;;;;;;-0,009455285
04/07/2005;4300,31;;;;;;;;-0,016795579
27/06/2005;4269,62;;;;;;;;-0,007136695
20/06/2005;4199,87;;;;;;;;-0,016336348
13/06/2005;4220,91;;;;;;;;0,005009679
06/06/2005;4184,1;;;;;;;;-0,008720868
30/05/2005;4162,47;;;;;;;;-0,005169571
23/05/2005;4131,83;;;;;;;;-0,007361014
16/05/2005;4096,18;;;;;;;;-0,008628138
09/05/2005;4017,89;;;;;;;;-0,01911293
02/05/2005;4033,46;;;;;;;;0,003875168
25/04/2005;3911,71;;;;;;;;-0,030185002
18/04/2005;3980,18;;;;;;;;0,017503854
11/04/2005;4032,28;;;;;;;;0,01308986
04/04/2005;4124,29;;;;;;;;0,022818356
29/03/2005;4080,08;;;;;;;;-0,010719421
21/03/2005;4078,31;;;;;;;;-0,000433815
14/03/2005;4050,77;;;;;;;;-0,006752797
07/03/2005;4049,18;;;;;;;;-0,000392518
28/02/2005;4091,58;;;;;;;;0,010471256
21/02/2005;4034,57;;;;;;;;-0,013933493
14/02/2005;4029,02;;;;;;;;-0,001375611
07/02/2005;4016,75;;;;;;;;-0,003045406
31/01/2005;3958,01;;;;;;;;-0,014623763
24/01/2005;3870,35;;;;;;;;-0,022147493
17/01/2005;3854,19;;;;;;;;-0,004175333
10/01/2005;3854,6;;;;;;;;0,000106378
03/01/2005;3877,96;;;;;;;;0,006060292
27/12/2004;3821,16;;;;;;;;-0,014646876
20/12/2004;3822,76;;;;;;;;0,000418721
13/12/2004;3744,92;;;;;;;;-0,020362251
06/12/2004;3747,46;;;;;;;;0,000678252
29/11/2004;3783,51;;;;;;;;0,009619849
22/11/2004;3782,2;;;;;;;;-0,000346239
15/11/2004;3798,78;;;;;;;;0,004383692
08/11/2004;3835,11;;;;;;;;0,009563597
01/11/2004;3780,99;;;;;;;;-0,01411172
25/10/2004;3706,82;;;;;;;;-0,019616555
18/10/2004;3687,17;;;;;;;;-0,00530104
11/10/2004;3670,76;;;;;;;;-0,004450568
04/10/2004;3737,87;;;;;;;;0,018282318
27/09/2004;3730,16;;;;;;;;-0,002062672
20/09/2004;3673,51;;;;;;;;-0,015187016
13/09/2004;3726,22;;;;;;;;0,014348675
06/09/2004;3677,61;;;;;;;;-0,013045392
30/08/2004;3665,94;;;;;;;;-0,003173257
23/08/2004;3649,24;;;;;;;;-0,004555448
16/08/2004;3538,02;;;;;;;;-0,030477579
09/08/2004;3484,84;;;;;;;;-0,015031006
02/08/2004;3528,64;;;;;;;;0,012568726
26/07/2004;3647,1;;;;;;;;0,033571008
19/07/2004;3567,29;;;;;;;;-0,02188314
12/07/2004;3610,4;;;;;;;;0,012084804
05/07/2004;3668,48;;;;;;;;0,01608686
28/06/2004;3685,06;;;;;;;;0,004519583
21/06/2004;3742,38;;;;;;;;0,015554699
